"","title","budget","revenue","profit","profitable","profitable.ind","release_date","release_year","genre","runtime","vote_average","vote_count","event"
"1694","The Vatican Tapes",13000000,1784763,-11215237,"Not Profitable",0,2015-07-24,2015,"Thriller/Mystery/Horror",91,4.6,243,"summer"
"1695","Attack the Block",14350531,3964682,-10385849,"Not Profitable",0,2011-05-12,2011,"Comedy",88,6.3,733,"na"
"1696","In the Land of Blood and Honey",10000000,303877,-9696123,"Not Profitable",0,2011-12-23,2011,"Drama",127,5.8,45,"holiday"
"1697","The Call",13000000,68572378,55572378,"Profitable",1,2013-03-14,2013,"Crime",94,6.6,1257,"na"
"1698","I Love You Phillip Morris",13000000,10652035,-2347965,"Not Profitable",0,2009-01-18,2009,"Drama",98,6.4,503,"na"
"1699","Antwone Fisher",12500000,23367586,10867586,"Profitable",1,2002-12-19,2002,"Drama",120,6.7,137,"holiday"
"1700","Sorority Row",12500000,27206120,14706120,"Profitable",1,2009-09-09,2009,"Thriller/Mystery/Horror",101,5.4,177,"na"
"1701","Lars and the Real Girl",12000000,11293663,-706337,"Not Profitable",0,2007-10-12,2007,"Drama",106,7.1,509,"na"
"1702","The Boy in the Striped Pyjamas",12500000,20416563,7916563,"Profitable",1,2008-05-07,2008,"Drama",94,7.7,1451,"na"
"1703","Dancer in the Dark",12800000,40031879,27231879,"Profitable",1,2000-05-17,2000,"Drama",140,7.6,377,"na"
"1704","Solitary Man",15000000,5024782,-9975218,"Not Profitable",0,2009-09-07,2009,"Drama",90,5.8,84,"na"
"1705","Machete",20000000,31327899,11327899,"Profitable",1,2010-09-01,2010,"Comedy",105,6.3,1150,"na"
"1706","Casino Jack",12500000,1083683,-11416317,"Not Profitable",0,2010-09-16,2010,"Drama",108,6,94,"na"
"1707","The Perfect Game",12500000,3878993,-8621007,"Not Profitable",0,2010-04-01,2010,"Drama",118,6.3,30,"na"
"1708","Think Like a Man",12000000,96070507,84070507,"Profitable",1,2012-04-16,2012,"Comedy",122,6.9,281,"na"
"1709","Barbershop",12000000,75781642,63781642,"Profitable",1,2002-04-01,2002,"Drama",102,6.2,137,"na"
"1710","Act of Valor",12000000,81272766,69272766,"Profitable",1,2012-02-24,2012,"Action/Adventure",110,6.3,417,"na"
"1711","Step Up",12000000,114194847,102194847,"Profitable",1,2006-08-11,2006,"Drama",104,6.7,1060,"summer"
"1712","Harold & Kumar Escape from Guantanamo Bay",12000000,43493123,31493123,"Profitable",1,2008-04-25,2008,"Comedy",107,6.2,497,"na"
"1713","Chronicle",15000000,145000000,130000000,"Profitable",1,2012-02-01,2012,"Drama",84,6.6,1935,"na"
"1714","Crossroads",12000000,61141030,49141030,"Profitable",1,2002-02-15,2002,"Drama",93,4.7,158,"na"
"1715","Project X",12000000,100000000,88000000,"Profitable",1,2012-03-01,2012,"Comedy",88,6.5,1564,"na"
"1716","One Hour Photo",12000000,52223306,40223306,"Profitable",1,2002-08-21,2002,"Thriller/Mystery/Horror",96,6.6,435,"summer"
"1717","Quarantine",12000000,40855419,28855419,"Profitable",1,2008-10-10,2008,"Sci-fi/Fantasy",89,5.5,339,"na"
"1718","The Eye",12000000,56309766,44309766,"Profitable",1,2008-02-01,2008,"Drama",98,5.5,281,"na"
"1719","Johnson Family Vacation",12000000,31179516,19179516,"Profitable",1,2004-04-07,2004,"Comedy",97,4.7,30,"na"
"1720","How High",12000000,31155435,19155435,"Profitable",1,2001-12-21,2001,"Comedy",93,6.3,218,"holiday"
"1721","Frida",12000000,56298474,44298474,"Profitable",1,2002-08-29,2002,"Drama",123,7.3,383,"summer"
"1722","Katy Perry: Part of Me",12000000,32726956,20726956,"Profitable",1,2012-06-28,2012,"Music",93,6.5,85,"summer"
"1723","The Fault in Our Stars",12000000,307166834,295166834,"Profitable",1,2014-05-16,2014,"Drama",125,7.6,3759,"na"
"1724","Philomena",12000000,100129872,88129872,"Profitable",1,2013-11-01,2013,"Drama",98,7.4,579,"holiday"
"1725","Aquamarine",12000000,23006849,11006849,"Profitable",1,2006-03-03,2006,"Comedy",104,5.8,364,"na"
"1726","Paper Towns",12000000,85512300,73512300,"Profitable",1,2015-06-18,2015,"Drama",109,6.1,1937,"summer"
"1727","Nebraska",12000000,17654912,5654912,"Profitable",1,2013-09-21,2013,"Drama",115,7.4,636,"na"
"1728","Max Keeble's Big Move",12000000,17292381,5292381,"Profitable",1,2001-10-05,2001,"Comedy",86,5.4,33,"na"
"1729","Young Adult",12000000,22939027,10939027,"Profitable",1,2011-12-16,2011,"Drama",94,5.6,364,"holiday"
"1730","Crank",12000000,42931041,30931041,"Profitable",1,2006-08-31,2006,"Action/Adventure",88,6.6,1151,"summer"
"1731","Arbitrage",12000000,35485056,23485056,"Profitable",1,2012-09-14,2012,"Drama",100,6.1,294,"na"
"1732","Project Almanac",12000000,32248241,20248241,"Profitable",1,2015-01-30,2015,"Sci-fi/Fantasy",106,6.4,933,"na"
"1733","For Your Consideration",12000000,5542025,-6457975,"Not Profitable",0,2006-11-22,2006,"Drama",86,5.9,43,"holiday"
"1734","Running with Scissors",12000000,6754898,-5245102,"Not Profitable",0,2006-10-27,2006,"Drama",116,5.8,78,"na"
"1735","From Justin to Kelly",12000000,4922166,-7077834,"Not Profitable",0,2003-06-20,2003,"Comedy",90,3,23,"summer"
"1736","Two Lovers",12000000,3148182,-8851818,"Not Profitable",0,2008-11-19,2008,"Drama",110,6.6,154,"holiday"
"1737","Stoker",12000000,12077441,77441,"Profitable",1,2013-02-28,2013,"Drama",99,6.5,882,"na"
"1738","Ondine",12000000,1644755,-10355245,"Not Profitable",0,2009-09-14,2009,"Drama",111,6.5,84,"na"
"1739","5 Days of War",20000000,17479,-19982521,"Not Profitable",0,2011-04-14,2011,"Drama",113,5.8,62,"na"
"1740","Heaven is for Real",12000000,101332962,89332962,"Profitable",1,2014-04-16,2014,"Drama",99,6,229,"na"
"1741","Snatch",10000000,83557872,73557872,"Profitable",1,2000-09-01,2000,"Crime",103,7.7,2912,"na"
"1742","Dirty Grandpa",11500000,94073028,82573028,"Profitable",1,2016-01-21,2016,"Comedy",102,5.7,1406,"na"
"1743","The Fighter",25000000,93617009,68617009,"Profitable",1,2010-12-17,2010,"Drama",116,7.2,1486,"holiday"
"1744","Jackass Number Two",11000000,72778712,61778712,"Profitable",1,2006-09-22,2006,"Comedy",95,6.4,298,"na"
"1745","If I Stay",11000000,78874843,67874843,"Profitable",1,2014-08-21,2014,"Drama",106,7.3,1368,"summer"
"1746","Phone Booth",13000000,97837138,84837138,"Profitable",1,2002-09-09,2002,"Drama",81,6.7,1062,"na"
"1747","A Walk to Remember",11000000,41227069,30227069,"Profitable",1,2002-01-25,2002,"Drama",101,7.5,1018,"na"
"1748","Saw VI",11000000,68233629,57233629,"Profitable",1,2009-10-22,2009,"Thriller/Mystery/Horror",90,6,722,"na"
"1749","The Secret Life of Bees",11000000,38105395,27105395,"Profitable",1,2008-09-17,2008,"Action/Adventure",114,7.4,158,"na"
"1750","Corky Romano",11000000,23978402,12978402,"Profitable",1,2001-10-12,2001,"Comedy",86,4.1,54,"na"
"1751","Brooklyn",11000000,62076141,51076141,"Profitable",1,2015-10-20,2015,"Drama",111,7.2,1213,"na"
"1752","Out Cold",24000000,14782676,-9217324,"Not Profitable",0,2001-11-21,2001,"Comedy",89,5.8,53,"holiday"
"1753","The Ladies Man",24000000,13700000,-10300000,"Not Profitable",0,2000-10-13,2000,"Comedy",84,5.7,34,"na"
"1754","Quartet",11000000,59520298,48520298,"Profitable",1,2012-09-08,2012,"Drama",98,6.3,139,"na"
"1755","Tomcats",11000000,23430766,12430766,"Profitable",1,2001-03-30,2001,"Comedy",95,4.9,74,"na"
"1756","Frailty",11000000,13110448,2110448,"Profitable",1,2001-11-17,2001,"Drama",100,7,334,"holiday"
"1757","Woman in Gold",11000000,61619773,50619773,"Profitable",1,2015-04-10,2015,"Drama",120,7.3,440,"na"
"1758","Slackers",14000000,6413915,-7586085,"Not Profitable",0,2002-02-01,2002,"Comedy",86,5.4,60,"na"
"1759","The Visual Bible: The Gospel of John",10000000,4069090,-5930910,"Not Profitable",0,2003-09-11,2003,"Drama",125,8.2,12,"na"
"1760","Inside Llewyn Davis",11000000,32935319,21935319,"Profitable",1,2013-10-06,2013,"Drama",105,7.2,834,"na"
"1761","Saw V",10800000,113857533,103057533,"Profitable",1,2008-10-23,2008,"Crime",92,5.9,820,"na"
"1762","In the Land of Women",10000000,17500000,7500000,"Profitable",1,2007-04-16,2007,"Drama",97,5.8,160,"na"
"1763","For Greater Glory - The True Story of Cristiada",12000000,9622846,-2377154,"Not Profitable",0,2012-06-01,2012,"Drama",145,6.4,35,"summer"
"1764","Saw III",10000000,163876815,153876815,"Profitable",1,2006-10-27,2006,"Crime",108,6.1,1071,"na"
"1765","Bring It On",28000000,90449929,62449929,"Profitable",1,2000-08-25,2000,"Comedy",98,5.8,568,"summer"
"1766","The Purge: Election Year",10000000,118587880,108587880,"Profitable",1,2016-06-29,2016,"Action/Adventure",105,6.1,1306,"summer"
"1767","Saw IV",10000000,139352633,129352633,"Profitable",1,2007-10-25,2007,"Crime",93,5.9,903,"na"
"1768","White Noise",10000000,91196419,81196419,"Profitable",1,2005-01-07,2005,"Drama",101,5.6,261,"na"
"1769","Madea's Family Reunion",6000000,57231524,51231524,"Profitable",1,2006-02-24,2006,"Drama",110,6,77,"na"
"1770","The Grudge",10000000,183474602,173474602,"Profitable",1,2004-10-22,2004,"Thriller/Mystery/Horror",92,5.8,865,"na"
"1771","Jeepers Creepers",10000000,59217789,49217789,"Profitable",1,2001-07-01,2001,"Thriller/Mystery/Horror",90,6.1,720,"summer"
"1772","The Best Exotic Marigold Hotel",10000000,136836156,126836156,"Profitable",1,2011-11-28,2011,"Drama",124,6.9,459,"holiday"
"1773","Recess: School's Out",10000000,44460850,34460850,"Profitable",1,2001-01-27,2001,"Comedy",83,6.6,67,"na"
"1774","The Boy",10000000,64188367,54188367,"Profitable",1,2016-01-22,2016,"Thriller/Mystery/Horror",97,5.8,1102,"na"
"1775","Devil",10000000,33583175,23583175,"Profitable",1,2010-01-13,2010,"Thriller/Mystery/Horror",80,5.8,816,"na"
"1776","Friday After Next",20000000,33526835,13526835,"Profitable",1,2002-11-22,2002,"Comedy",85,6,100,"holiday"
"1777","Insidious: Chapter 3",10000000,104303851,94303851,"Profitable",1,2015-06-04,2015,"Drama",97,6.2,983,"summer"
"1778","Nick and Norah's Infinite Playlist",9000000,32973937,23973937,"Profitable",1,2008-10-03,2008,"Comedy",89,6.4,379,"na"
"1779","Swimfan",8500000,34411240,25911240,"Profitable",1,2002-09-06,2002,"Drama",84,5,70,"na"
"1780","Employee of the Month",12000000,38368909,26368909,"Profitable",1,2006-10-06,2006,"Comedy",103,5.3,153,"na"
"1781","Pete's Dragon",65000000,143695338,78695338,"Profitable",1,2016-08-10,2016,"Action/Adventure",102,6.2,679,"summer"
"1782","Sinister 2",10000000,52882018,42882018,"Profitable",1,2015-08-19,2015,"Thriller/Mystery/Horror",97,5.4,581,"summer"
"1783","Sparkle",14000000,24637469,10637469,"Profitable",1,2012-08-17,2012,"Drama",116,5.8,36,"summer"
"1784","The Fourth Kind",10000000,42333295,32333295,"Profitable",1,2009-11-06,2009,"Sci-fi/Fantasy",98,5.8,441,"holiday"
"1785","Skyline",10000000,66821036,56821036,"Profitable",1,2010-11-11,2010,"Sci-fi/Fantasy",100,4.7,507,"holiday"
"1786","The Second Best Exotic Marigold Hotel",10000000,85978266,75978266,"Profitable",1,2015-02-26,2015,"Drama",122,6.3,272,"na"
"1787","Wrong Turn",12600000,28650575,16050575,"Profitable",1,2003-05-30,2003,"Thriller/Mystery/Horror",84,6,635,"na"
"1788","Mud",10000000,21587700,11587700,"Profitable",1,2013-05-01,2013,"Drama",130,7,1068,"na"
"1789","Reno 911!: Miami",10000000,20342161,10342161,"Profitable",1,2007-02-23,2007,"Comedy",84,5.6,72,"na"
"1790","My Week with Marilyn",6400000,35057696,28657696,"Profitable",1,2011-10-17,2011,"Drama",99,6.6,406,"na"
"1791","The Matador",10000000,17297244,7297244,"Profitable",1,2005-05-12,2005,"Drama",96,6.2,136,"na"
"1792","The Gift",5000000,58978653,53978653,"Profitable",1,2015-07-30,2015,"Thriller/Mystery/Horror",108,6.7,1049,"summer"
"1793","Big Eyes",10000000,28883511,18883511,"Profitable",1,2014-12-24,2014,"Drama",105,6.8,1196,"holiday"
"1794","MacGruber",10000000,6110000,-3890000,"Not Profitable",0,2010-05-21,2010,"Comedy",90,5.1,179,"na"
"1795","Movie 43",6000000,32438988,26438988,"Profitable",1,2013-01-01,2013,"Comedy",90,4.4,797,"na"
"1796","Seeking a Friend for the End of the World",10000000,9636289,-363711,"Not Profitable",0,2012-06-22,2012,"Drama",101,6.3,700,"summer"
"1797","Bad Words",9500000,7800000,-1700000,"Not Profitable",0,2013-09-06,2013,"Comedy",88,6.4,334,"na"
"1798","Black or White",9000000,21571189,12571189,"Profitable",1,2014-09-06,2014,"Drama",121,6.5,115,"na"
"1799","Rescue Dawn",10000000,7177143,-2822857,"Not Profitable",0,2006-09-09,2006,"Drama",126,6.9,336,"na"
"1800","Danny Collins",10000000,10835752,835752,"Profitable",1,2015-03-19,2015,"Drama",107,6.6,183,"na"
"1801","Jeff, Who Lives at Home",10000000,4417580,-5582420,"Not Profitable",0,2011-09-13,2011,"Drama",83,6.1,217,"na"
"1802","Crash",6500000,98410061,91910061,"Profitable",1,2004-01-13,2004,"Drama",112,7.2,1149,"na"
"1803","The House of Mirth",10000000,5164404,-4835596,"Not Profitable",0,2000-09-23,2000,"Drama",140,6.4,25,"na"
"1804","The Forest",10000000,40055439,30055439,"Profitable",1,2016-01-07,2016,"Thriller/Mystery/Horror",95,4.8,448,"na"
"1805","While We're Young",10000000,7587485,-2412515,"Not Profitable",0,2015-04-03,2015,"Drama",97,5.8,383,"na"
"1806","A Better Life",10000000,1759252,-8240748,"Not Profitable",0,2011-06-24,2011,"Drama",98,7,54,"summer"
"1807","Gun Shy",10000000,1631839,-8368161,"Not Profitable",0,2000-02-04,2000,"Comedy",101,5.4,24,"na"
"1808","The Iceman",20000000,1969193,-18030807,"Not Profitable",0,2012-09-01,2012,"Drama",105,6.4,365,"na"
"1809","Killer Joe",10000000,3665069,-6334931,"Not Profitable",0,2011-09-10,2011,"Drama",102,6.5,425,"na"
"1810","The Joneses",10000000,7022728,-2977272,"Not Profitable",0,2009-09-13,2009,"Drama",96,6.1,210,"na"
"1811","My Blueberry Nights",10000000,21786738,11786738,"Profitable",1,2007-05-16,2007,"Drama",111,6,190,"na"
"1812","Swept Away",10000000,598645,-9401355,"Not Profitable",0,2002-10-11,2002,"Comedy",89,4.8,50,"na"
"1813","War, Inc.",5000000,1296184,-3703816,"Not Profitable",0,2008-04-28,2008,"Comedy",106,5.6,86,"na"
"1814","Coriolanus",7700000,1072602,-6627398,"Not Profitable",0,2011-02-14,2011,"Drama",123,5.9,131,"na"
"1815","World's Greatest Dad",10000000,295750,-9704250,"Not Profitable",0,2009-08-20,2009,"Comedy",99,6.5,177,"summer"
"1816","Strangerland",10000000,17472,-9982528,"Not Profitable",0,2015-07-01,2015,"Drama",111,5.1,83,"summer"
"1817","Adventureland",9500000,17164377,7664377,"Profitable",1,2009-04-03,2009,"Comedy",107,6.4,737,"na"
"1818","The Lost City",9600000,4386236,-5213764,"Not Profitable",0,2005-09-03,2005,"Drama",144,6,24,"na"
"1819","Next Friday",11000000,59827328,48827328,"Profitable",1,2000-01-12,2000,"Comedy",98,6.4,135,"na"
"1820","The Runaways",10000000,2995811,-7004189,"Not Profitable",0,2010-03-19,2010,"Drama",106,6.3,254,"na"
"1821","Sicko",9000000,24538513,15538513,"Profitable",1,2007-05-18,2007,"Documentary",123,7.3,235,"na"
"1822","The Purge: Anarchy",9000000,108782847,99782847,"Profitable",1,2014-07-17,2014,"Thriller/Mystery/Horror",104,6.6,1954,"summer"
"1823","Harold & Kumar Go to White Castle",9000000,23936908,14936908,"Profitable",1,2004-05-30,2004,"Comedy",88,6.6,693,"na"
"1824","Boiler Room",26000000,28780255,2780255,"Profitable",1,2000-02-18,2000,"Drama",118,6.5,201,"na"
"1825","Black Christmas",9000000,21510851,12510851,"Profitable",1,2006-12-25,2006,"Thriller/Mystery/Horror",84,4.8,119,"holiday"
"1826","The Way of the Gun",8500000,19125401,10625401,"Profitable",1,2000-09-08,2000,"Drama",119,6.4,100,"na"
"1827","Igby Goes Down",9000000,4777465,-4222535,"Not Profitable",0,2002-09-13,2002,"Drama",97,6.5,95,"na"
"1828","Gracie",9000000,2955039,-6044961,"Not Profitable",0,2007-06-01,2007,"Drama",97,6,17,"summer"
"1829","Glee: The Concert Movie",9000000,18663238,9663238,"Profitable",1,2011-08-11,2011,"Family/Animation",84,6.8,79,"summer"
"1830","Princess Kaiulani",9000000,771499,-8228501,"Not Profitable",0,2010-05-14,2010,"Drama",130,4.8,14,"na"
"1831","Opal Dream",5000000,140666,-4859334,"Not Profitable",0,2006-11-22,2006,"Drama",86,6.1,7,"holiday"
"1832","Undiscovered",9000000,1046166,-7953834,"Not Profitable",0,2005-08-26,2005,"Comedy",97,4.5,12,"summer"
"1833","Awake",86000000,14373825,-71626175,"Not Profitable",0,2007-11-28,2007,"Crime",84,6.3,395,"holiday"
"1834","Crazy Heart",7000000,39462438,32462438,"Profitable",1,2009-12-16,2009,"Drama",112,6.8,274,"holiday"
"1835","Baggage Claim",8500000,22456509,13956509,"Profitable",1,2013-09-27,2013,"Comedy",96,5.6,85,"na"
"1836","The Namesake",12000000,20138836,8138836,"Profitable",1,2006-09-02,2006,"Drama",122,6.8,50,"na"
"1837","The DUFF",8500000,43528634,35028634,"Profitable",1,2015-02-20,2015,"Comedy",100,6.8,1322,"na"
"1838","Glitter",22000000,5271666,-16728334,"Not Profitable",0,2001-09-21,2001,"Drama",104,3.4,38,"na"
"1839","Bright Star",8500000,4440055,-4059945,"Not Profitable",0,2009-11-05,2009,"Drama",119,6.8,107,"holiday"
"1840","My Name Is Khan",12000000,42345360,30345360,"Profitable",1,2010-02-12,2010,"Drama",145,7.7,232,"na"
"1841","All Is Lost",9000000,6108720,-2891280,"Not Profitable",0,2013-10-18,2013,"Drama",106,6.6,671,"na"
"1842","The Wind That Shakes the Barley",6500000,22889018,16389018,"Profitable",1,2006-05-18,2006,"Drama",124,7.1,154,"na"
"1843","Nightcrawler",8500000,38697217,30197217,"Profitable",1,2014-10-23,2014,"Drama",117,7.6,3395,"na"
"1844","Club Dread",8500000,5001655,-3498345,"Not Profitable",0,2004-02-27,2004,"Comedy",104,5.1,107,"na"
"1845","Little Miss Sunshine",8000000,100523181,92523181,"Profitable",1,2006-07-26,2006,"Drama",102,7.5,1686,"summer"
"1846","28 Days Later",5000000,82719885,77719885,"Profitable",1,2002-10-31,2002,"Sci-fi/Fantasy",113,7.1,1777,"na"
"1847","Brown Sugar",8000000,27362712,19362712,"Profitable",1,2002-10-05,2002,"Comedy",109,7,31,"na"
"1848","50/50",8000000,39187783,31187783,"Profitable",1,2011-09-30,2011,"Drama",100,7,1261,"na"
"1849","That Awkward Moment",8000000,26049082,18049082,"Profitable",1,2014-01-29,2014,"Comedy",94,6.1,1004,"na"
"1850","Akeelah and the Bee",8000000,18948425,10948425,"Profitable",1,2006-04-28,2006,"Drama",112,6.7,81,"na"
"1851","New in Town",8000000,29010817,21010817,"Profitable",1,2009-01-30,2009,"Comedy",97,5.2,99,"na"
"1852","American Psycho",7000000,34266564,27266564,"Profitable",1,2000-04-13,2000,"Drama",102,7.3,2066,"na"
"1853","The Good Girl",8000000,16856124,8856124,"Profitable",1,2002-01-12,2002,"Drama",93,6.1,181,"na"
"1854","The Boondock Saints II: All Saints Day",8000000,10629321,2629321,"Profitable",1,2009-11-24,2009,"Action/Adventure",118,5.9,261,"holiday"
"1855","Easy A",8000000,74952305,66952305,"Profitable",1,2010-09-10,2010,"Comedy",92,6.7,2210,"na"
"1856","Shadow of the Vampire",8000000,8279017,279017,"Profitable",1,2000-05-15,2000,"Drama",92,6.6,148,"na"
"1857","Prom",8000000,10130000,2130000,"Profitable",1,2011-04-29,2011,"Comedy",104,5.7,134,"na"
"1858","Anomalisa",8000000,5659286,-2340714,"Not Profitable",0,2015-12-30,2015,"Drama",90,7,459,"holiday"
"1859","Another Year",8000000,18124262,10124262,"Profitable",1,2010-11-05,2010,"Drama",129,7,97,"holiday"
"1860","It's Kind of a Funny Story",8000000,6491240,-1508760,"Not Profitable",0,2010-07-06,2010,"Drama",101,6.9,672,"summer"
"1861","Begin Again",8000000,63464861,55464861,"Profitable",1,2013-09-07,2013,"Drama",104,7.3,1254,"na"
"1862","Down in the Valley",8000000,852872,-7147128,"Not Profitable",0,2005-05-13,2005,"Drama",112,5.9,63,"na"
"1863","Brooklyn Rules",8000000,458232,-7541768,"Not Profitable",0,2007-04-30,2007,"Drama",99,5.8,18,"na"
"1864","Fido",8000000,426224,-7573776,"Not Profitable",0,2006-09-07,2006,"Drama",91,6.6,135,"na"
"1865","Wild Target",8000000,3453043,-4546957,"Not Profitable",0,2010-06-17,2010,"Comedy",98,6.4,215,"summer"
"1866","10th & Wolf",8000000,143451,-7856549,"Not Profitable",0,2006-02-19,2006,"Drama",107,6.3,24,"na"
"1867","Aloft",8000000,53086,-7946914,"Not Profitable",0,2014-02-12,2014,"Drama",112,5.1,41,"na"
"1868","The Death and Life of Bobby Z",22000000,413454,-21586546,"Not Profitable",0,2007-07-23,2007,"Drama",97,5.8,103,"summer"
"1869","Swimming Pool",7800000,22441323,14641323,"Profitable",1,2003-05-18,2003,"Crime",102,6.4,153,"na"
"1870","Thank You for Smoking",6500000,24793509,18293509,"Profitable",1,2005-09-05,2005,"Drama",92,7.1,664,"na"
"1871","Hostel: Part II",10200000,35619521,25419521,"Profitable",1,2007-06-08,2007,"Thriller/Mystery/Horror",93,5.6,453,"summer"
"1872","An Education",7500000,26096852,18596852,"Profitable",1,2009-10-29,2009,"Drama",100,6.8,409,"na"
"1873","Shopgirl",10284523,11588205,1303682,"Profitable",1,2005-10-21,2005,"Drama",104,5.7,75,"na"
"1874","Narc",6500000,12633747,6133747,"Profitable",1,2002-01-14,2002,"Drama",105,6.8,142,"na"
"1875","Men with Brooms",7500000,4245870,-3254130,"Not Profitable",0,2002-09-20,2002,"Comedy",102,4.5,7,"na"
"1876","The Work and the Glory",7500000,3347647,-4152353,"Not Profitable",0,2004-11-24,2004,"Drama",110,6.1,7,"holiday"
"1877","Extract",8000000,10848783,2848783,"Profitable",1,2009-09-03,2009,"Comedy",92,5.7,192,"na"
"1878","Albert Nobbs",8000000,5634828,-2365172,"Not Profitable",0,2011-12-21,2011,"Drama",113,6.2,132,"holiday"
"1879","The Neon Demon",7000000,1333124,-5666876,"Not Profitable",0,2016-06-08,2016,"Thriller/Mystery/Horror",117,6.4,887,"summer"
"1880","Harry Brown",7300000,10329747,3029747,"Profitable",1,2009-11-11,2009,"Drama",103,6.7,348,"holiday"
"1881","Juno",7500000,231411584,223911584,"Profitable",1,2007-12-05,2007,"Drama",96,7,2244,"holiday"
"1882","(500) Days of Summer",7500000,60722734,53222734,"Profitable",1,2009-07-17,2009,"Drama",95,7.2,2904,"summer"
"1883","Magic Mike",7000000,167221571,160221571,"Profitable",1,2012-06-28,2012,"Drama",110,6.1,1040,"summer"
"1884","Jumping the Broom",6600000,37710610,31110610,"Profitable",1,2011-05-06,2011,"Comedy",112,6,56,"na"
"1885","Good Night, and Good Luck.",7000000,54600000,47600000,"Profitable",1,2005-09-16,2005,"Drama",93,6.8,273,"na"
"1886","Capote",7000000,49084830,42084830,"Profitable",1,2005-09-30,2005,"Drama",114,6.8,384,"na"
"1887","Devil's Due",7000000,36433975,29433975,"Profitable",1,2014-01-08,2014,"Thriller/Mystery/Horror",89,4.4,216,"na"
"1888","Dope",700000,17986781,17286781,"Profitable",1,2015-06-19,2015,"Drama",103,7.2,691,"summer"
"1889","House of 1000 Corpses",7000000,16829545,9829545,"Profitable",1,2003-04-11,2003,"Thriller/Mystery/Horror",89,6,306,"na"
"1890","A Serious Man",7000000,31430334,24430334,"Profitable",1,2009-10-02,2009,"Drama",105,6.6,483,"na"
"1891","Beyond the Lights",7000000,14618727,7618727,"Profitable",1,2014-09-10,2014,"Drama",116,7,139,"na"
"1892","The Other Side of Heaven",7000000,4720371,-2279629,"Not Profitable",0,2001-04-12,2001,"Drama",113,6.7,14,"na"
"1893","Auto Focus",7000000,2062066,-4937934,"Not Profitable",0,2002-10-18,2002,"Drama",104,6.1,56,"na"
"1894","We Need to Talk About Kevin",7000000,6038942,-961058,"Not Profitable",0,2011-09-28,2011,"Drama",112,7.4,677,"na"
"1895","I Hope They Serve Beer in Hell",7000000,1429299,-5570701,"Not Profitable",0,2009-09-25,2009,"Drama",106,5.7,20,"na"
"1896","Hesher",7000000,382946,-6617054,"Not Profitable",0,2010-01-22,2010,"Drama",106,6.7,212,"na"
"1897","Freeheld",7000000,573335,-6426665,"Not Profitable",0,2015-10-02,2015,"Drama",103,7.1,164,"na"
"1898","The Extra Man",7000000,453079,-6546921,"Not Profitable",0,2010-08-01,2010,"Comedy",108,5.9,29,"summer"
"1899","Ca$h",7000000,46488,-6953512,"Not Profitable",0,2010-01-01,2010,"Comedy",108,6,73,"na"
"1900","Stargate: The Ark of Truth",7000000,8900000,1900000,"Profitable",1,2008-03-11,2008,"Action/Adventure",97,6.9,140,"na"
"1901","House at the End of the Street",6900000,44287131,37387131,"Profitable",1,2012-09-21,2012,"Thriller/Mystery/Horror",101,5.6,555,"na"
"1902","Annabelle",6500000,255273813,248773813,"Profitable",1,2014-10-02,2014,"Thriller/Mystery/Horror",99,5.6,1517,"na"
"1903","Friends with Money",6500000,13368437,6868437,"Profitable",1,2006-09-07,2006,"Drama",88,5.1,128,"na"
"1904","Shame",6500000,17693675,11193675,"Profitable",1,2011-10-02,2011,"Drama",100,7,875,"na"
"1905","Layer Cake",6500000,11850214,5350214,"Profitable",1,2004-09-30,2004,"Drama",105,7,559,"na"
"1906","The Work and the Glory II: American Zion",6500000,2025032,-4474968,"Not Profitable",0,2005-10-21,2005,"Drama",100,8,6,"na"
"1907","The East",6500000,2401510,-4098490,"Not Profitable",0,2013-05-31,2013,"Drama",116,6.5,305,"na"
"1908","A Home at the End of the World",6500000,1548955,-4951045,"Not Profitable",0,2004-07-23,2004,"Drama",96,6.8,45,"summer"
"1909","The Messenger",6500000,1521261,-4978739,"Not Profitable",0,2009-11-13,2009,"Drama",113,7.1,119,"holiday"
"1910","Fahrenheit 9/11",6000000,119114517,113114517,"Profitable",1,2004-06-25,2004,"Documentary",122,6.8,397,"summer"
"1911","National Lampoon’s Van Wilder",5000000,38275483,33275483,"Profitable",1,2002-03-29,2002,"Comedy",92,5.9,858,"na"
"1912","The Wrestler",6000000,44703995,38703995,"Profitable",1,2008-09-07,2008,"Drama",109,7.3,1000,"na"
"1913","Daddy Day Camp",6000000,18197398,12197398,"Profitable",1,2007-08-08,2007,"Comedy",89,4.4,91,"summer"
"1914","A Mighty Wind",6000000,18750246,12750246,"Profitable",1,2003-04-16,2003,"Comedy",91,6.6,74,"na"
"1915","The Last King of Scotland",6000000,48027970,42027970,"Profitable",1,2006-09-01,2006,"Drama",121,7.4,558,"na"
"1916","Bernie",5000000,9206470,4206470,"Profitable",1,2012-04-27,2012,"Drama",100,6.5,320,"na"
"1917","Dolphins and Whales: Tribes of the Ocean",6000000,7518876,1518876,"Profitable",1,2008-02-15,2008,"Documentary",42,8,3,"na"
"1918","The Words",6000000,13231461,7231461,"Profitable",1,2012-09-07,2012,"Drama",96,6.4,379,"na"
"1919","City Island",6000000,6670712,670712,"Profitable",1,2009-03-06,2009,"Drama",104,6.9,113,"na"
